date,status_text,predicted_stance,predicted_country,stance_anno1,country_anno1,stance_anno2,country_anno2,stance_gold,country_gold
3/2/19,विंग कमांडर ABHINANDAN ने F16 देखते ही कहा।।।।।। इसे मै खदेरता हू।।। ये मेरा शिकार है।।।।। #Abhinandan,Unclassified,Neutral,neutral,pro_india,cant_say,pro_india,neutral,pro_india
2/28/19,"#SayNoToWar? India has always been a peace loving country. Our war is not against Pakistani civilians or their Army. It's against Pak funded terrorists like Hafiz Saeed, Azhar Masood etc who enjoy safe havens in Pak and keep attacking our soldiers. Better #SayNoToTerrorism.",anti_war,Neutral,pro_war,pro_india,neutral,Neutral,pro_war,pro_india
3/1/19,"1993 Mumbai
1998 Coimbatore
2001 Parliament attack
2002 Akshardham
2003, 2006 Mumbai trains
2005 Delhi
2006 Varanasi
2007 Samjhauta + Hyderabad
2008 Mumbai 26/11
2016 Uri
2019 Pulwama
Hundreds more...
Did our Pak lovers say #SayNoToWar then? Only applies when India strikes back?",Unclassified,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/18/19,"कौन कहता है कि बेटे विदा नहीं होते हैं, जब बेटे विदा होते हैं तो भारत माँ का आँचल लाल कर जाते हैं 😥😥
#PulwamaAttack
#ExposeDeshDrohis
#Pulwama 
#BadlaKabNEXT_TWEETतुमने छिप कर मारा इसलिए छिप कर जश्न मना रहे हो।

हम खुलकर मारेंगे और खुल कर जश्न मनाएंगे...!!
#पाकिस्तान 
#IndiaWantsRevenge https://t.co/BjQT8btlHcNEXT_TWEETआतंकी नही मिल रहे तो पत्थरबाजो को मारो,
क्योंकि गंगाधर ही शक्तिमान है।
जय हिन्द 🙏🙏
🇮🇳🇮🇳🇮🇳🇮🇳
#ExposeDeshDrohis 
#PulwamaAttackNEXT_TWEETकोई भी गद्दार मिले सोशल मीडिया पर तो उसकी जानकारी mail करे 

info.nia@gov.in

#PulwamaAttack 
#terroristNationPakistan 
#PakistanMurdabadNEXT_TWEETमहबूबा मुफ्ती और फारुख अब्दुल्ला परिवार की भी सुरक्षा वापिस ली जाये,

आखिर इन्हें खतरा किससे है ये लोग तो खुद देश के लिए खतरा है.. 
@rajnathsingh ji
@narendramodi ji
@myogiadityanath ji
@girirajsinghbjp ji
@AmitShah ji
@HMOIndia 
@PMOIndia 
#PulwamaAttack 
#PakistanMurdabadNEXT_TWEETआँखों की उन दो बूँदों से,
        सात समुंदर हारे होंगे

जब मेंहदी वाले हाथों ने 
           मंगलसूत्र उतारे होंगे

#शत्_शत्_नमन वीर शहीदों को 🙏

#PulwamaAttack https://t.co/8tvzPtyKoPNEXT_TWEETजिस तरह Kapil sharma शो से सिद्धू को बहार निकाला, वेसे ही जो भारत माता की जय नही बोले उसे देश से बाहर निकाल
#PulwamaAttack 
#ExposeDeshDrohisNEXT_TWEET@be_polite29 वो अपना सर्वश न्योछावर कर, 
हमको आजीवन ऋणी कर गये !!

हम विवश हैं इतने ,
बस श्रद्धांजलि देते रह गये !!

#PulwamaAttack 
#शहीदों_को_श्रद्धांजलि 💐💐🙏🙏",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/28/19,We are a big hearted nation with an even big hearted leader @ImranKhanPTI 🙏🏽 we only want peace. #SayNoToWar,anti_war,Neutral,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
2/16/19,"अगर समय रहते जम्मू-कश्मीर में इनकी जनसंख्या को दबोच लिया गया होता तो ये नौबत कभी नहीं होती! सबकी जड़ इनकी आबादी है! ये जहाँ भी बढ़े हैं यही हुआ है!

#Pulwama #PulwamaAttack",anti_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/24/19,हर रोज नया विलेन ढूंढा जायेगा गुस्सा निकालने के लिये क्योंकि जो असली विलेन है उसको कवर चाहिये मामला ठंडा होने तक।  #PulwamaAttack,anti_war,pro_india,neutral,pro_india,cant_say,pro_india,neutral,pro_india
2/24/19,"ZOMG bloodthirsty mobs baying for blood for cheering another country..

Right? #PulwamaAttack #Cricket 

https://t.co/6DTQnEqpVL https://t.co/f5nhwYBJzb",anti_war,pro_india,neutral,neutral,anti_war,cant_say,neutral,neutral
3/4/19,"Maharashtra Assembly congratulates #IndianAirForce on successful strikes on enemy after #PulwamaTerrorAttack . 
This is new and strong India lead by @narendramodi ji ! https://t.co/0vWeFx6Ajt",Unclassified,Neutral,pro_war,pro_india,cant_say,pro_india,pro_war,pro_india
2/28/19,Very mature conciliatory speech by #ImranKhan. We now urge him to walk the talk. Please return our #Abhinandan safely back to us. This will go a long way in correcting perceptions and restoring peace. #SayNoToWar,anti_war,pro_india,anti_war,pro_india,anti_war,pro_india,anti_war,pro_india
2/28/19,"World is full of Modi,Be Imran khan.
Fanatic and extremist Modi is ready to kill billions to win his election
And @ImranKhanPTI trying his best to protect the humans and save this region from bloody War. Khan is the Man who really deserves Nobel price for Peace.
#SayNoToWar https://t.co/HsBGerDNhrNEXT_TWEETIts simply all about BEING HUMAN ♥️ our #PrimeMinisterImranKhan is the real Hero. #SayNoToWar #PakistanZindabad #PeaceNotWar 🇵🇰 https://t.co/Kndf7IvRsrNEXT_TWEET""Wars have NO winners - only humanity loses. How long will #India keep blaming #Pakistan WITHOUT any proof, over EVERY retaliation from the youth of #Kashmir in response to #IndianArmedForces atrocities?"" - Imran Khan
#SayNoToWar #PakistanZindabad https://t.co/jk7RkF61MpNEXT_TWEET@ImranKhanPTI is the ultimate peacenik. It takes courage of a true peacemaker to release Wng Com Abhi knowing fully well that warmongers across the border will exploit the gesture other otherwise. This Man will go the extra mile and withstand criticism from hawks to #SayNoToWarNEXT_TWEETIndian War Dotrine 
#AvengePulwama
To
#TeachLessonToPakistan
To
#IndiaStrikes
To
#WeKilledPakTerrorists
Finally to
#SayNoToWar
&amp;
#BringBackAbhinandan 
Camberley Staff College has requested India to please confirm it so that British Army may start adopting it asap. https://t.co/QB3S4IiOj1NEXT_TWEETsaw Modi addressing a rally yesterday and his speech was full of jingoism. Now compare it to PM @ImranKhanPTI speech today...cool, calm, asking for peace/dialogue #SayNoToWarNEXT_TWEETI'm Pakistani Hindu, not Indian. Stop propagenda against us. I have also read some tweet as "" Wo Saale Hindu thy"". Today we prayed in Rama Temple, Tando Allahyar, Sindh. for Pakistan, my Homeland, where I am born. We are all peaceful. 

#PakistanForAll

#SayNoToWar 
#SayNoToWar https://t.co/NpS0aLUd2fNEXT_TWEETA foriegner waiving Pakistani Flag on KKH at Passu Upper #Hunza #Pakistan
https://t.co/mouhdYwl9N 

Tags: #travel #tourisminpakistan #tour #travelblogger #pakistantour #hunza  #PakistanZindabad #traveling #tourism #travelphotography #travelgram #PakistanArmyZindabad https://t.co/4ZPhcSdgMr",anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
2/27/19,#SayNoToWar https://t.co/yNfRIh5jRw,anti_war,Neutral,anti_war,neutral,anti_war,cant_say,anti_war,neutral
3/1/19,Librandus will you still #SayNotToWar ??? Stop this bulls*it of #SayNoToWar and accept this reality Pakistan is a terrorist nation and war is the only option we have. https://t.co/qHf7FQ1I8y,anti_war,Neutral,pro_war,pro_india,pro_war,pro_pakistan,pro_war,pro_india
2/17/19,"#ShehlaRashid has shamelessly lied that #Kashmiri girls are attacked in Uttarakhand!

Uttarkhand police have confirmed that no such incident took place! 

I request @DelhiPolice to arrest @Shehla_Rashid for spreading fake news and harming peace. 

#KashmiriStudents #Kashmiris",anti_war,pro_india,neutral,pro_india,cant_say,pro_india,neutral,pro_india
2/17/19,"मैंने अब तक ""राम चंद्र सेना"" नहीं सुना परन्तु ""जैश-ए-मुहम्मद"" जरूर सुना है!

#PulwamaAttack #ExposeDeshDrohis",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
3/2/19,"""...the conflict in #Kashmir has to be addressed and resolved. That can only be done if Kashmiris are given a chance to freely and fearlessly tell the world what they are fighting for and what they really want"" #SayNoToWar #SolveKashmirDispute

https://t.co/gTlA9Ml41C",anti_war,pro_india,anti_war,neutral,anti_war,cant_say,anti_war,neutral
2/17/19,"we are literally so busy in welcoming crown prince, plus in #PSL4 and  that #PulwamaAttack, #Pakistan simply cant think about it guyz. hamain kuch krna hoga samnay sy karain gye, peeth peechay kya karain gye.  #CrownPrinceinPakistan",anti_war,pro_pakistan,neutral,pro_pakistan,pro_war,pro_pakistan,pro_war,pro_pakistan
2/28/19,"1993 Mumbai
1998 Coimbatore
2001 Parliament attack
2002 Akshardham
2003, 2006 Mumbai trains
2005 Delhi
2006 Varanasi
2007 Samjhauta + Hyderabad
2008 Mumbai 26/11
2016 Uri
2019 Pulwama
Hundreds more...
Did our Pak lovers say #SayNoToWar then? Only applies when India strikes back?",anti_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/15/19,"@PMOIndia @PMOIndia @narendramodi  We r eagerly waiting for ur action of revenge
Right action at right time is much needed &amp; means a lot at this high time to establish humanness.
Same time  cleanse the terrorists hiding inside our country.
#PulwamaRevenge
#IndiaWantsRevenge
#PulwamaAttackNEXT_TWEET@GeneralBakshi @adgpi we Indians truly rely on Indian army.
This is the real time of solidarity, these 40 martyrs means a lot for whole nation
@adgpi Please let them go to jannat/ jahannum wht the really want / deserve
#PulwamaRevenge #IndiaWantsRevenge #RIPBraveHearts #PulwamaAttackNEXT_TWEET@GeneralBakshi @adgpi we Indians truly rely on Indian army.
This is the real time of solidarity, these 40 martyrs means a lot for whole nation
@adgpi Please let them go to jannat/ jahannum wht the really want / deserve
#PulwamaRevenge #IndiaWantsRevenge #RIPBraveHearts #PulwamaAttack",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
3/3/19,"#Pakistan is fully capable to protect the nation,any violation from #India respond by our airforce which you have seen #Abhinandan #MIG21
#PakistanLeadsWithPeace https://t.co/iqt0yhoNc6",anti_war,pro_pakistan,anti_war,pro_pakistan,pro_war,pro_pakistan,pro_war,pro_pakistan
2/28/19,"@rathore_veer63 @trueindianfan @ANI Dear u &amp; @PMOIndia  r living in fool's paradise. If Pakistan is releasing the Indian pilot under pressure, then why ur #Kalboshen is rotting in our jails for the last 2 years? Be sensible. 
#SayNoToWar 
#pakistan 
#ImranKhanPrimeMinisterNEXT_TWEET@jomalhotra Shame on you.... warmongers. @ImranKhanPTI has shown his Statesmanship by releasing #Abhinandan to save the South Asia from nuclear disaster. If u still insist on package, then give us ur butcher @narendramodi .
#SayNoToWar 
#Peace 
#PakistanNEXT_TWEET#tolerance
#SayNoToWar https://t.co/XiFcPGWUWr",anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
2/20/19,"@sanjaynirupam @RahulGandhi Mr. Vadapav AKA Sanjay Nirupam on 14 feb night , just few hrs after  #PulwamaAttack . https://t.co/L44ATRPXtk",pro_war,pro_india,neutral,pro_india,neutral,pro_india,neutral,pro_india
2/27/19,Nothing makes me more proud than belonging to a nation with a Prime Minister as sensible as Imran Khan. #SayNoToWarNEXT_TWEETTogether 💖✌🏼🇵🇰 🇮🇳 #SayNoToWar,anti_war,Neutral,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
3/2/19,"A very quick #Chalkruthi to welcome our pride #Abhinandan! #WelcomeHomeAbinandan The nation stood as one to cheer and welcome its superhero!😍❤️
Did this in just 1hr! #SpeedSculpting #AbhinandanReturns #AbhinandanDiwas https://t.co/eJ5lXyaGyk",Unclassified,Neutral,neutral,pro_india,cant_say,pro_india,neutral,pro_india
2/24/19,"प्रधानमंत्री रोज़ चुनावी रैली में 
केजरीवाल 5-5 पन्नों के विज्ञापन में 
राहुल फिर राफ़ेल की राजनीति में 
टीवी वाले युद्धोन्माद भड़काने में 
फ़िल्म वाले अपने प्रचार में 
आम जनता टोटल धमाल में 
44 शहीद हों या 400
कितनी जल्दी हम सब “नॉर्मल” जाते हैं  !!! #PulwamaAttackNEXT_TWEETइस बार @IPL की ओपनिंग सेरेमनी नहीं होगी. इस पर खर्च होने वाली रकम #PulwamaAttack के शहीदों के परिवारों को दी जाएगी. Well done @BCCI",anti_war,pro_india,anti_war,pro_india,neutral,pro_india,pro_war,pro_india
2/24/19,"@narendramodi कितनी अजीब बात है ना..

""बजरंग दल"" के नाम मे बजरंग है इसलिए ये हिन्दू संगठन है,

लेकिन ""जैश-ए-मुहम्मद"" के नाम मे मुहम्मद है लेकिन इसका कोई धर्म नही।

यही है दोगलापंथी !!
हमारे #मन_की_बात

#pulwamaattack #HindustanVsPakistan #pkmkb",pro_war,pro_india,neutral,pro_india,neutral,pro_india,neutral,pro_india
2/25/19,"I pity the Indian opposition. Not only do people dump them in elections, now the critics are criticising them for not being able to attack the government. I thought #PulwamaTerrorAttack will bring them together instead of lamenting like this. @timesofindia https://t.co/LiuN3AhAtc",anti_war,pro_pakistan,neutral,pro_india,neutral,pro_india,neutral,pro_india
2/18/19,"بھارت پاکستان کو گیدڑ بھبگیاں دینے کی بجائے اپنے آپ کو دوسرے ملکوں میں دہشت گردی سے باز رہے ۔ پاکستان کی فوج نہ صرف اپنے ملک کی حفاظت کر سکتی بلکہ نقصان پہنچانے والوں کو نشانِ عبرت بھی بناننے کی اہلیت رکھتی ہے ۔الحمدالله
#PakistanZindabad #PakistanArmyNEXT_TWEETگیم  صرف ایک منٹ کی ہے۔۔ 
ویڈیو زیادہ سے زیادہ شیئر کریں اور پاک آرمی کا پیغام پورے انڈیا میں آگ کی طرح پھیلا دیں۔۔۔۔!!!
PMOIndia 
Ghost_Operators 
timesofindia 
#PulwamaAttack https://t.co/OzrTt6I8Lf",anti_war,pro_pakistan,pro_war,pro_pakistan,neutral,pro_pakistan,pro_war,pro_pakistan
2/28/19,#PulwamaAttack से लेकर अभी तक का पुरा ड्रामा सिर्फ और सिर्फ भाजपा अपनी निष्फलताओ को ढकने और राफेल की दलाली से जनता का ध्यान हटाने और वोट बेंक के लिए रचा गया है! पता सब को है पर बोलना कोइ नही चाहता!,anti_war,Neutral,anti_war,pro_india,neutral,pro_india,anti_war,pro_india
2/16/19,I feel time has come to give all support to #Balochistan activist. Let us #bleed Pakistan from all fronts. #NeverForget @PMOIndia @narendramodi #IndiaWantsRevenge,anti_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
